324,67,8,1,6389,
12,85,1,1,7894,
17,85,1,0,7914,
18,85,3,0,7918,
19,85,3,1,7917,
20,85,4,1,7915,
21,85,4,0,7916,
22,85,7,1,7919,
23,85,7,0,7920,
24,85,2,1,7921,
25,85,2,0,7922,
26,85,5,1,7927,
27,85,5,0,7928,
28,85,6,1,7925,
29,85,6,0,7926,
30,85,8,1,7923,
31,85,8,0,7924,
341,97,1,0,6166,
342,97,1,1,6138,
343,97,2,0,6364,
344,97,2,1,6355,
345,97,3,0,6111,
346,97,3,1,6102,
347,97,4,0,6184,
348,97,4,1,6175,
349,97,5,0,6418,
350,97,5,1,6409,
351,97,6,0,6382,
352,97,6,1,6373,
353,97,7,0,6129,
354,97,7,1,6120,
355,97,8,0,6400,
356,97,8,1,6391,
357,102,1,0,6167,
358,102,1,1,6139,
359,102,2,0,6365,
360,102,2,1,6356,
361,102,3,0,6112,
362,102,3,1,6103,
363,102,4,0,6185,
364,102,4,1,6176,
365,102,5,0,6419,
366,102,5,1,6410,
367,102,6,0,6383,
368,102,6,1,6374,
369,102,7,0,6130,
370,102,7,1,6121,
371,102,8,0,6401,
372,102,8,1,6392,
53,104,1,1,7967,
54,104,1,0,7968,
55,104,3,1,7963,
56,104,3,0,7964,
57,104,4,1,7969,
58,104,4,0,7970,
59,104,7,1,7965,
60,104,7,0,7966,
61,104,2,1,7971,
62,104,2,0,7972,
63,104,5,1,7977,
64,104,5,0,7978,
65,104,6,1,7973,
66,104,6,0,7974,
67,104,8,1,7975,
68,104,8,0,7976,
69,106,3,1,7935,
70,106,3,0,7936,
71,106,7,1,7937,
72,106,7,0,7938,
73,106,1,1,7931,
74,106,1,0,7932,
75,106,4,1,7933,
76,106,4,0,7934,
77,106,2,1,7939,
78,106,2,0,7940,
79,106,5,1,7941,
80,106,5,0,7942,
81,106,6,1,7945,
82,106,6,0,7946,
83,106,8,1,7943,
84,106,8,0,7944,
261,183,1,0,2679,
262,183,1,1,2691,
263,183,2,0,2703,
264,183,2,1,2715,
265,183,3,0,2727,
266,183,3,1,2739,
267,183,4,0,2751,
268,183,4,1,2763,
269,183,5,0,2775,
270,183,5,1,2787,
271,183,6,0,2800,
272,183,6,1,2812,
273,183,7,0,2837,
274,183,7,1,2849,
275,183,8,0,2861,
276,183,8,1,2873,
33,226,6,0,7930,
34,226,6,1,7929,
421,264,1,0,7634,
422,264,1,1,7635,
423,264,2,0,7638,
424,264,2,1,7639,
425,264,3,0,7636,
426,264,3,1,7637,
427,264,4,0,7643,
428,264,4,1,7642,
429,264,5,0,7644,
430,264,5,1,7645,
431,264,6,0,7646,
432,264,6,1,7647,
433,264,7,0,7641,
434,264,7,1,7640,
435,264,8,0,7648,
436,264,8,1,7649,
85,303,1,0,2668,
86,303,1,1,2680,
87,303,2,0,2692,
88,303,2,1,2704,
89,303,3,0,2716,
90,303,3,1,2728,
91,303,4,0,2740,
92,303,4,1,2752,
93,303,5,0,2764,
94,303,5,1,2776,
95,303,6,0,2788,
96,303,6,1,2801,
97,303,7,0,2826,
98,303,7,1,2838,
99,303,8,0,2850,
100,303,8,1,2862,
101,304,1,0,2669,
102,304,1,1,2681,
103,304,2,0,2693,
104,304,2,1,2705,
105,304,3,0,2717,
106,304,3,1,2729,
107,304,4,0,2741,
108,304,4,1,2753,
109,304,5,0,2765,
110,304,5,1,2777,
111,304,6,0,2789,
112,304,6,1,2802,
113,304,7,0,2827,
114,304,7,1,2839,
115,304,8,0,2851,
116,304,8,1,2863,
117,305,1,0,2670,
118,305,1,1,2682,
119,305,2,0,2694,
120,305,2,1,2706,
121,305,3,0,2718,
122,305,3,1,2730,
123,305,4,0,2742,
124,305,4,1,2754,
125,305,5,0,2766,
126,305,5,1,2778,
127,305,6,0,2790,
128,305,6,1,2803,
129,305,7,0,2828,
130,305,7,1,2840,
131,305,8,0,2852,
132,305,8,1,2864,
133,306,1,0,2671,
134,306,1,1,2683,
135,306,2,0,2695,
136,306,2,1,2707,
137,306,3,0,2719,
138,306,3,1,2731,
139,306,4,0,2743,
140,306,4,1,2755,
141,306,5,0,2767,
142,306,5,1,2779,
143,306,6,0,2791,
144,306,6,1,2804,
145,306,7,0,2829,
146,306,7,1,2841,
147,306,8,0,2853,
148,306,8,1,2865,
149,307,1,0,2672,
150,307,1,1,2684,
151,307,2,0,2696,
152,307,2,1,2708,
153,307,3,0,2720,
154,307,3,1,2732,
155,307,4,0,2744,
156,307,4,1,2756,
157,307,5,0,2768,
158,307,5,1,2780,
159,307,6,0,2792,
160,307,6,1,2805,
161,307,7,0,2830,
162,307,7,1,2842,
163,307,8,0,2854,
164,307,8,1,2866,
165,323,1,0,2673,
166,323,1,1,2685,
167,323,2,0,2697,
168,323,2,1,2709,
169,323,3,0,2721,
170,323,3,1,2733,
171,323,4,0,2745,
172,323,4,1,2757,
173,323,5,0,2769,
174,323,5,1,2781,
175,323,6,0,2793,
176,323,6,1,2806,
177,323,7,0,2831,
178,323,7,1,2843,
179,323,8,0,2855,
180,323,8,1,2867,
181,324,1,0,2674,
182,324,1,1,2686,
183,324,2,0,2698,
184,324,2,1,2710,
185,324,3,0,2722,
186,324,3,1,2734,
187,324,4,0,2746,
188,324,4,1,2758,
189,324,5,0,2770,
190,324,5,1,2782,
191,324,6,0,2794,
192,324,6,1,2807,
193,324,7,0,2832,
194,324,7,1,2844,
195,324,8,0,2856,
196,324,8,1,2868,
197,325,1,0,2675,
198,325,1,1,2687,
199,325,2,0,2699,
200,325,2,1,2711,
201,325,3,0,2723,
202,325,3,1,2735,
203,325,4,0,2747,
204,325,4,1,2759,
205,325,5,0,2771,
206,325,5,1,2783,
207,325,6,0,2795,
208,325,6,1,2808,
209,325,7,0,2833,
210,325,7,1,2845,
211,325,8,0,2857,
212,325,8,1,2869,
213,326,1,0,2676,
214,326,1,1,2688,
215,326,2,0,2700,
216,326,2,1,2712,
217,326,3,0,2724,
218,326,3,1,2736,
219,326,4,0,2748,
220,326,4,1,2760,
221,326,5,0,2772,
222,326,5,1,2784,
223,326,6,0,2796,
224,326,6,1,2809,
225,326,7,0,2834,
226,326,7,1,2846,
227,326,8,0,2858,
228,326,8,1,2870,
245,327,1,0,2678,
246,327,1,1,2690,
247,327,2,0,2702,
248,327,2,1,2714,
249,327,3,0,2726,
250,327,3,1,2738,
251,327,4,0,2750,
252,327,4,1,2762,
253,327,5,0,2774,
254,327,5,1,2786,
255,327,6,0,2799,
256,327,6,1,2811,
257,327,7,0,2836,
258,327,7,1,2848,
259,327,8,0,2860,
260,327,8,1,2872,
389,328,1,0,6169,
390,328,1,1,6142,
391,328,2,0,6367,
392,328,2,1,6358,
393,328,3,0,6114,
394,328,3,1,6105,
395,328,4,0,6187,
396,328,4,1,6178,
397,328,5,0,6421,
398,328,5,1,6412,
399,328,6,0,6385,
400,328,6,1,6376,
401,328,7,0,6132,
402,328,7,1,6123,
403,328,8,0,6403,
404,328,8,1,6394,
405,329,1,0,6170,
406,329,1,1,6143,
407,329,2,0,6368,
408,329,2,1,6359,
409,329,3,0,6115,
410,329,3,1,6106,
411,329,4,0,6188,
412,329,4,1,6179,
413,329,5,0,6422,
414,329,5,1,6413,
415,329,6,0,6386,
416,329,6,1,6377,
417,329,7,0,6133,
418,329,7,1,6124,
419,329,8,0,6404,
420,329,8,1,6395,
