66,"PRESET_OFF",831,0,1.000000,7.500000,1.000000,-1.#QNAN0,-1.#QNAN0,1.000000,-1.#QNAN0,0.007000,200,0.011000,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
67,"PRESET_GENERIC",63,0,1.490000,7.500000,1.000000,-1.#QNAN0,-1.#QNAN0,0.863000,-1.#QNAN0,0.007000,200,0.013100,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
68,"PRESET_PADDEDCELL",63,1,0.170000,1.400000,1.000000,-1.#QNAN0,-1.#QNAN0,0.100000,-1.#QNAN0,0.003100,207,0.002000,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
69,"PRESET_ROOM",63,2,0.400000,1.900000,1.000000,-1.#QNAN0,-1.#QNAN0,0.863000,-1.#QNAN0,0.002000,53,0.006300,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
70,"PRESET_BATHROOM",63,3,1.490000,1.400000,1.000000,-1.#QNAN0,-1.#QNAN0,0.540000,-1.#QNAN0,0.007000,1030,0.013100,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
71,"PRESET_LIVINGROOM",63,4,0.500000,2.500000,1.000000,-1.#QNAN0,-1.#QNAN0,0.100000,-1.#QNAN0,0.006300,-1104,0.004000,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
72,"PRESET_STONEROOM",63,5,2.331000,11.600000,1.000000,-1.#QNAN0,-1.#QNAN0,0.640000,-1.#QNAN0,0.012000,83,0.017000,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
73,"PRESET_AUDITORIUM",63,6,4.320000,21.600000,1.000000,-1.#QNAN0,-1.#QNAN0,0.590000,-1.#QNAN0,0.020000,-289,0.030000,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
74,"PRESET_CONCERTHALL",63,7,3.920000,19.600000,1.000000,-1.#QNAN0,-1.#QNAN0,0.700000,-1.#QNAN0,0.020000,-2,0.029000,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
75,"PRESET_CAVE",31,8,3.000000,14.600000,1.000000,-1.#QNAN0,-1.#QNAN0,1.300000,-1.#QNAN0,0.015000,-402,0.022000,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
76,"PRESET_ARENA",63,9,7.240000,36.200001,1.000000,-1.#QNAN0,-1.#QNAN0,0.363000,-1.#QNAN0,0.020000,16,0.030000,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
77,"PRESET_HANGAR",63,10,10.050000,50.630001,1.000000,-1.#QNAN0,-1.#QNAN0,0.263000,-1.#QNAN0,0.020000,198,0.030000,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
78,"PRESET_CARPETTEDHALLWAY",63,11,0.300000,1.900000,1.000000,-1.#QNAN0,-1.#QNAN0,0.100000,-1.#QNAN0,0.002000,-1630,0.030000,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
79,"PRESET_HALLWAY",63,12,1.490000,1.800000,1.000000,-1.#QNAN0,-1.#QNAN0,0.590000,-1.#QNAN0,0.007000,441,0.013100,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
80,"PRESET_STONECORRIDOR",63,13,2.700000,13.500000,1.000000,-1.#QNAN0,-1.#QNAN0,0.790000,-1.#QNAN0,0.016300,395,0.020000,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
81,"PRESET_ALLEY",63,14,1.490000,7.500000,0.300000,-1.#QNAN0,-1.#QNAN0,0.860000,-1.#QNAN0,0.007000,-4,0.013100,0.000000,-5.000000,0.000000,1.000000,0.125000,0.950000,0.250000,0.000000,5000.000000,250.000000,
82,"PRESET_FOREST",63,15,1.490000,38.000000,0.300000,-1.#QNAN0,-1.#QNAN0,0.540000,-1.#QNAN0,0.162000,-229,0.088000,0.000000,-5.000000,0.000000,1.000000,0.125000,1.000000,0.250000,0.000000,5000.000000,250.000000,
83,"PRESET_CITY",63,16,1.490000,7.500000,0.500000,-1.#QNAN0,-1.#QNAN0,0.670000,-1.#QNAN0,0.007000,-1691,0.013100,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
84,"PRESET_MOUNTAINS",31,17,1.490000,100.000000,0.270000,-1.#QNAN0,-1.#QNAN0,0.231000,-1.#QNAN0,0.300000,-1434,0.100000,0.000000,-5.000000,0.000000,1.000000,0.250000,1.000000,0.250000,0.000000,5000.000000,250.000000,
85,"PRESET_QUARRY",63,18,1.490000,17.500000,1.000000,-1.#QNAN0,-1.#QNAN0,0.863000,-1.#QNAN0,0.063100,500,0.025000,0.000000,-5.000000,0.000000,1.000000,0.125000,0.700000,0.250000,0.000000,5000.000000,250.000000,
86,"PRESET_PLAIN",63,19,1.490000,42.500000,0.231000,-1.#QNAN0,-1.#QNAN0,0.500000,-1.#QNAN0,0.179000,-1926,0.100000,0.000000,-5.000000,0.000000,1.000000,0.250000,1.000000,0.250000,0.000000,5000.000000,250.000000,
87,"PRESET_PARKINGLOT",31,20,1.650000,8.630000,1.000000,-1.#QNAN0,0.000000,1.500000,-1.#QNAN0,0.008000,-1153,0.012000,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
88,"PRESET_SEWERPIPE",63,21,2.831000,1.700000,0.800000,-1.#QNAN0,-1.#QNAN0,0.140000,0.000000,0.014000,1023,0.023100,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,0.000000,5000.000000,250.000000,
89,"PRESET_UNDERWATER",63,22,1.000000,1.800000,1.000000,-1.#QNAN0,-1.#QNAN0,0.100000,-1.#QNAN0,0.007000,1700,0.013100,10.000000,-100.000000,0.000000,1.000000,0.250000,0.000000,1.180000,0.348000,5000.000000,250.000000,
90,"PRESET_DRUGGED",31,23,8.390000,1.900000,0.500000,-1.#QNAN0,0.000000,1.390000,-1.#QNAN0,0.002000,985,0.030000,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,0.250000,1.000000,5000.000000,250.000000,
91,"PRESET_DIZZY",31,24,17.263000,1.800000,0.600000,-1.#QNAN0,-1.#QNAN0,0.560000,-1.#QNAN0,0.020000,-613,0.030000,0.000000,-5.000000,0.000000,1.000000,0.250000,1.000000,0.831000,0.310000,5000.000000,250.000000,
92,"PRESET_PSYCHOTIC",31,25,7.560000,1.000000,0.500000,-1.#QNAN0,-1.#QNAN0,0.931000,-1.#QNAN0,0.020000,774,0.030000,0.000000,-5.000000,0.000000,1.000000,0.250000,0.000000,4.000000,1.000000,5000.000000,250.000000,
