72,"EmoteSitGround",16,256,1,1,0,
73,"EmoteRude",16,264,1,1,0,
74,"EmoteRoar",0,256,1,3,0,
75,"EmoteKneel",16,256,1,3,0,
76,"EmoteKiss",16,256,1,1,0,
77,"EmoteCry",16,256,1,1,0,
78,"EmoteChicken",16,264,1,3,0,
79,"EmoteBeg",16,256,1,3,0,
80,"EmoteApplaud",16,264,1,1,0,
81,"EmoteShout",16,264,1,3,0,
82,"EmoteFlex",16,256,1,3,0,
83,"EmoteShy",16,256,1,1,0,
84,"EmotePoint",16,264,1,3,0,
85,"Attack1HPierce",32,296,20,2,17,
86,"Attack2HLoosePierce",32,296,20,0,19,
87,"AttackOff",32,296,20,0,88,
88,"AttackOffPierce",32,296,20,0,16,
89,"Sheath",0,6,100,8,0,
90,"HipSheath",0,6,100,8,0,
91,"Mount",4,256,200,0,0,
92,"RunRight",0,1,10,0,0,
93,"RunLeft",0,1,10,0,0,
94,"MountSpecial",0,257,1,0,0,
95,"Kick",0,288,20,3,16,
96,"SitGroundDown",16,256,1,0,0,
97,"SitGround",16,256,1,32,96,
98,"SitGroundUp",16,256,1,16,96,
99,"SleepDown",16,768,1,0,0,
100,"Sleep",4,2304,1,32,99,
101,"SleepUp",0,1280,1,16,99,
102,"SitChairLow",4,0,1,0,0,
103,"SitChairMed",4,0,1,0,0,
104,"SitChairHigh",4,0,1,0,0,
105,"LoadBow",0,264,20,2,0,
106,"LoadRifle",0,264,20,2,0,
107,"AttackThrown",16,264,22,3,16,
108,"ReadyThrown",16,256,0,2,0,
109,"HoldBow",0,8,21,2,0,
110,"HoldRifle",0,8,21,2,0,
111,"HoldThrown",0,8,21,2,0,
112,"LoadThrown",0,264,20,2,0,
113,"EmoteSalute",16,264,1,3,0,
114,"KneelStart",16,256,1,0,0,
115,"KneelLoop",16,0,1,34,114,
116,"KneelEnd",16,256,1,16,114,
117,"AttackUnarmedOff",16,296,1,0,87,
118,"SpecialUnarmed",16,288,1,2,57,
119,"StealthWalk",0,65,10,4,4,
120,"StealthStand",0,1,0,0,0,
121,"Knockdown",0,384,50,10,0,
122,"EatingLoop",0,264,1,2,0,
123,"UseStandingLoop",16,256,1,34,128,
124,"ChannelCastDirected",4,256,1,2,52,
125,"ChannelCastOmni",4,256,1,2,31,
126,"Whirlwind",32,288,10,2,0,
127,"Birth",0,256,400,2,0,
128,"UseStandingStart",4,256,1,2,0,
129,"UseStandingEnd",32,256,1,18,128,
130,"CreatureSpecial",0,288,1,2,0,
131,"Drown",20,256,500,8,1,
132,"Drowned",0,256,500,40,131,
133,"FishingCast",32,256,2,2,0,
134,"FishingLoop",32,256,1,2,0,
135,"Fly",0,2305,1,0,0,
136,"EmoteWorkNoSheathe",32,0,1,3,62,
137,"EmoteStunNoSheathe",0,0,1,1,14,
138,"EmoteUseStandingNoSheathe",0,8,1,1,63,
139,"SpellSleepDown",0,0,1,2,0,
140,"SpellKneelStart",0,0,1,3,0,
141,"SpellKneelLoop",0,0,1,2,0,
142,"SpellKneelEnd",0,0,1,2,0,
143,"Sprint",0,64,10,4,5,
144,"InFlight",0,0,0,0,0,
145,"Spawn",0,0,0,0,0,
146,"Close",0,0,0,16,148,
147,"Closed",0,0,0,32,146,
148,"Open",0,0,0,16,146,
149,"Opened",0,0,0,32,148,
150,"Destroy",0,0,0,0,148,
151,"Destroyed",0,0,0,32,150,
152,"Rebuild",0,0,0,16,150,
153,"Custom0",0,0,0,0,0,
154,"Custom1",0,0,0,0,0,
155,"Custom2",0,0,0,0,0,
156,"Custom3",0,0,0,0,0,
157,"Despawn",0,0,0,0,0,
158,"Hold",0,0,0,0,0,
159,"Decay",0,0,0,0,0,
160,"BowPull",0,0,0,0,0,
161,"BowRelease",0,0,0,0,0,
162,"ShipStart",0,0,0,0,0,
163,"ShipMoving",0,0,0,0,0,
164,"ShipStop",0,0,0,0,0,
165,"GroupArrow",0,0,0,0,0,
166,"Arrow",0,0,0,0,0,
167,"CorpseArrow",0,0,0,0,0,
168,"GuideArrow",0,0,0,0,0,
169,"Sway",0,0,0,0,0,
170,"DruidCatPounce",0,0,0,2,0,
171,"DruidCatRip",0,0,0,2,0,
172,"DruidCatRake",0,0,0,2,0,
173,"DruidCatRavage",0,0,0,2,0,
174,"DruidCatClaw",0,0,0,2,0,
175,"DruidCatCower",0,0,0,2,0,
176,"DruidBearSwipe",0,0,0,2,0,
177,"DruidBearBite",0,0,0,2,0,
178,"DruidBearMaul",0,0,0,2,0,
179,"DruidBearBash",0,0,0,2,0,
180,"DragonTail",0,0,0,2,0,
181,"DragonStomp",0,0,0,2,0,
182,"DragonSpit",0,0,0,2,0,
183,"DragonSpitHover",0,0,0,2,0,
184,"DragonSpitFly",0,0,0,2,0,
185,"EmoteYes",0,0,0,1,0,
186,"EmoteNo",0,0,0,1,0,
187,"JumpLandRun",0,0,0,0,5,
188,"LootHold",0,0,0,32,50,
189,"LootUp",0,0,0,16,50,
190,"StandHigh",0,0,0,0,0,
191,"Impact",0,0,0,0,0,
192,"LiftOff",0,0,0,3,0,
193,"Hover",0,0,0,0,0,
194,"SuccubusEntice",0,0,0,2,0,
195,"EmoteTrain",0,0,0,3,0,
196,"EmoteDead",0,0,0,2,1,
197,"EmoteDanceOnce",0,0,0,0,69,
198,"Deflect",0,0,0,0,0,
199,"EmoteEatNoSheathe",0,0,0,3,61,
200,"Land",0,0,0,3,0,
201,"Submerge",0,0,0,3,0,
202,"Submerged",0,0,0,3,0,
203,"Cannibalize",0,0,0,3,115,
204,"ArrowBirth",0,0,0,0,0,
205,"GroupArrowBirth",0,0,0,0,0,
206,"CorpseArrowBirth",0,0,0,0,0,
207,"GuideArrowBirth",0,0,0,0,0,
