73,"Swamp of Sorrows",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,33,50,4,-1.#QNAN0,
75,"Redridge Mountains",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,13,30,4,-1.#QNAN0,
77,"Burning Steppes",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,48,60,4,-1.#QNAN0,
79,"Searing Gorge",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,43,60,4,-1.#QNAN0,
81,"Badlands",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,33,50,4,-1.#QNAN0,
83,"Arathi Highlands",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,28,44,4,-1.#QNAN0,
85,"Hillsbrad Foothills",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,18,34,4,-1.#QNAN0,
87,"Hinterlands",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,38,54,4,-1.#QNAN0,
89,"Western Plaguelands",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,48,60,4,-1.#QNAN0,
91,"Eastern Plaguelands",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,53,60,4,-1.#QNAN0,
93,"Tirisfal Glades",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,1,14,4,0.000000,
95,"Silverpine Forest",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,18,24,4,0.000000,
97,"Alterac Mountains",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,28,44,4,-1.#QNAN0,
99,"Durotar",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,1,14,4,0.000000,
101,"Mulgore",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,1,14,4,0.000000,
103,"The Barrens",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,8,30,4,0.000000,
105,"Stonetalon Mountains",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,13,32,4,-1.#QNAN0,
107,"Thousand Needles",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,23,40,4,-1.#QNAN0,
109,"Desolace",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,28,44,4,-1.#QNAN0,
111,"Feralas",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,38,54,4,-1.#QNAN0,
113,"Dustwallow Marsh",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,33,50,4,-1.#QNAN0,
115,"Tanaris",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,38,54,4,-1.#QNAN0,
117,"Un'goro Crater",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,45,60,4,-1.#QNAN0,
119,"Silithus",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,53,60,4,-1.#QNAN0,
121,"Teldrassil",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,1,14,4,0.000000,
123,"Darkshore",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,8,24,4,0.000000,
125,"Ashenvale Forest",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,18,34,4,-1.#QNAN0,
127,"Felwood",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,46,6,4,-1.#QNAN0,
129,"Azshara",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,43,60,4,-1.#QNAN0,
131,"Winterspring",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,53,60,4,-1.#QNAN0,
51,"Alterac Valley",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,51,60,5,-1.#QNAN0,
53,"Warsong Gulch",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,10,60,5,-1.#QNAN0,
55,"Arathi Basin",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,30,60,5,-1.#QNAN0,
