12,0.000000,5.000000,0,"Interact Range",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323134,"Interact",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323132,
13,0.000000,50000.000000,0,"Anywhere",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323134,"Anywhere",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323132,
14,0.000000,60.000000,0,"Extra Long Range",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323134,"Extra Long",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323132,
34,0.000000,25.000000,0,"Medium-Short Range",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323134,"Medium-Short",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323132,
35,0.000000,35.000000,0,"Medium-Long Range",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323134,"Medium-Long",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323132,
36,0.000000,45.000000,0,"Longer Range",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323132,"Longer",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323132,
37,0.000000,50.000000,0,"Extended Range",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323132,"Extended",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323132,
38,10.000000,25.000000,0,"Extra Medium Range",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323132,"Extra Medium",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323132,
54,5.000000,30.000000,0,"Geoff Monster Shoot",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128828,"Geoff",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128828,
74,8.000000,30.000000,0,"Ranged Weapon",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128828,"Ranged",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128828,
94,8.000000,40.000000,0,"Sting",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128828,"Sting",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128828,
95,8.000000,25.000000,0,"Charge",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128828,"Charge",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128828,
96,0.000000,2.000000,0,"Trap",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128828,"Trap",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128828,
114,8.000000,35.000000,0,"Hunter Range",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128828,"Hunter",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128820,
134,0.000000,80.000000,0,"Tower 80",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128816,"Tower",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128816,
135,0.000000,100.000000,0,"Tower 100",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128816,"Tower",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128816,
136,30.000000,80.000000,0,"Artillery Range",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128800,"Artillery",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128800,
