18,5,7,5,5,5,7,7,5,7,0.000000,7,5,7,5,5,3,5,7,7,3,4,0.000000,4,4,4,4,0.000000,5,0.000000,
19,5,7,5,5,5,7,7,5,7,0.000000,7,5,7,5,5,3,5,7,7,3,4,0.000000,4,4,4,4,0.000000,5,0.000000,
20,5,7,5,5,5,7,7,5,7,0.000000,7,5,7,5,5,3,5,7,7,3,4,0.000000,5,5,5,5,0.000000,6,0.000000,
21,5,7,5,5,5,7,7,5,7,0.000000,7,5,7,5,5,3,5,7,7,3,4,0.000000,5,5,5,5,0.000000,6,0.000000,
22,6,9,6,6,6,9,9,6,9,0.000000,9,6,9,6,6,4,6,9,9,4,4,0.000000,5,5,5,5,0.000000,6,0.000000,
23,6,9,6,6,6,9,9,6,9,0.000000,9,6,9,6,6,4,6,9,9,4,4,0.000000,5,5,5,5,0.000000,7,0.000000,
24,6,9,6,6,6,9,9,6,9,0.000000,9,6,9,6,6,4,6,9,9,4,4,0.000000,6,6,6,6,0.000000,7,0.000000,
25,7,10,7,7,7,10,10,7,10,0.000000,10,7,10,7,7,5,7,10,10,5,5,0.000000,6,6,6,6,0.000000,7,0.000000,
26,7,10,7,7,7,10,10,7,10,0.000000,10,7,10,7,7,5,7,10,10,5,5,0.000000,6,6,6,6,0.000000,8,0.000000,
27,7,10,7,7,7,10,10,7,10,0.000000,10,7,10,7,7,5,7,10,10,5,5,0.000000,7,7,7,7,0.000000,8,0.000000,
28,8,12,8,8,8,12,12,8,12,0.000000,12,8,12,8,8,6,8,12,12,6,6,0.000000,7,7,7,7,0.000000,9,0.000000,
29,8,12,8,8,8,12,12,8,12,0.000000,12,8,12,8,8,6,8,12,12,6,6,0.000000,7,7,7,7,0.000000,9,0.000000,
30,9,13,9,9,9,13,13,9,13,0.000000,13,9,13,9,9,6,9,13,13,6,6,0.000000,8,8,8,8,0.000000,10,0.000000,
31,9,13,9,9,9,13,13,9,13,0.000000,13,9,13,9,9,6,9,13,13,6,7,0.000000,8,8,8,8,0.000000,11,0.000000,
32,10,15,10,10,10,15,15,10,15,0.000000,15,10,15,10,10,7,10,15,15,7,7,0.000000,9,9,9,9,0.000000,12,0.000000,
33,11,16,11,11,11,16,16,11,16,0.000000,16,11,16,11,11,8,11,16,16,8,8,0.000000,9,9,9,9,0.000000,13,0.000000,
34,12,18,12,12,12,18,18,12,18,0.000000,18,12,18,12,12,9,12,18,18,9,8,0.000000,10,10,10,10,0.000000,14,0.000000,
35,13,19,13,13,13,19,19,13,19,0.000000,19,13,19,13,13,9,13,19,19,9,8,0.000000,11,11,11,11,0.000000,15,0.000000,
36,14,21,14,14,14,21,21,14,21,0.000000,21,14,21,14,14,10,14,21,21,10,9,0.000000,12,12,12,12,0.000000,16,0.000000,
37,15,22,15,15,15,22,22,15,22,0.000000,22,15,22,15,15,11,15,22,22,11,9,0.000000,13,13,13,13,0.000000,17,0.000000,
38,16,24,16,16,16,24,24,16,24,0.000000,24,16,24,16,16,12,16,24,24,12,9,0.000000,14,14,14,14,0.000000,19,0.000000,
39,17,25,17,17,17,25,25,17,25,0.000000,25,17,25,17,17,12,17,25,25,12,9,0.000000,15,15,15,15,0.000000,21,0.000000,
40,19,28,19,19,19,28,28,19,28,0.000000,28,19,28,19,19,14,19,28,28,14,9,0.000000,16,16,16,16,0.000000,23,0.000000,
41,21,31,21,21,21,31,31,21,31,0.000000,31,21,31,21,21,15,21,31,31,15,9,0.000000,17,17,17,17,0.000000,25,0.000000,
42,23,34,23,23,23,34,34,23,34,0.000000,34,23,34,23,23,17,23,34,34,17,10,0.000000,19,19,19,19,0.000000,27,0.000000,
43,25,37,25,25,25,37,37,25,37,0.000000,37,25,37,25,25,18,25,37,37,18,10,0.000000,21,21,21,21,0.000000,29,0.000000,
44,27,40,27,27,27,40,40,27,40,0.000000,40,27,40,27,27,20,27,40,40,20,10,0.000000,23,23,23,23,0.000000,31,0.000000,
45,29,43,29,29,29,43,43,29,43,0.000000,43,29,43,29,29,21,29,43,43,21,11,0.000000,25,25,25,25,0.000000,33,0.000000,
46,31,46,31,31,31,46,46,31,46,0.000000,46,31,46,31,31,23,31,46,46,23,11,0.000000,27,27,27,27,0.000000,35,0.000000,
47,33,49,33,33,33,49,49,33,49,0.000000,49,33,49,33,33,24,33,49,49,24,11,0.000000,29,29,29,29,0.000000,37,0.000000,
48,35,52,35,35,35,52,52,35,52,0.000000,52,35,52,35,35,26,35,52,52,26,12,0.000000,31,31,31,31,0.000000,39,0.000000,
49,37,55,37,37,37,55,55,37,55,0.000000,55,37,55,37,37,27,37,55,55,27,12,0.000000,33,33,33,33,0.000000,41,0.000000,
50,39,58,39,39,39,58,58,39,58,0.000000,58,39,58,39,39,29,39,58,58,29,12,0.000000,35,35,35,35,0.000000,43,0.000000,
51,41,61,41,41,41,61,61,41,61,0.000000,61,41,61,41,41,30,41,61,61,30,13,0.000000,37,37,37,37,0.000000,45,0.000000,
52,43,64,43,43,43,64,64,43,64,0.000000,64,43,64,43,43,32,43,64,64,32,13,0.000000,39,39,39,39,0.000000,47,0.000000,
53,45,67,45,45,45,67,67,45,67,0.000000,67,45,67,45,45,33,45,67,67,33,13,0.000000,41,41,41,41,0.000000,49,0.000000,
54,47,70,47,47,47,70,70,47,70,0.000000,70,47,70,47,47,35,47,70,70,35,14,0.000000,43,43,43,43,0.000000,51,0.000000,
55,49,73,49,49,49,73,73,49,73,0.000000,73,49,73,49,49,36,49,73,73,36,14,0.000000,45,45,45,45,0.000000,53,0.000000,
56,51,76,51,51,51,76,76,51,76,0.000000,76,51,76,51,51,38,51,76,76,38,14,0.000000,47,47,47,47,0.000000,55,0.000000,
57,53,79,53,53,53,79,79,53,79,0.000000,79,53,79,53,53,39,53,79,79,39,14,0.000000,49,49,49,49,0.000000,57,0.000000,
58,55,82,55,55,55,82,82,55,82,0.000000,82,55,82,55,55,41,55,82,82,41,14,0.000000,51,51,51,51,0.000000,59,0.000000,
59,57,85,57,57,57,85,85,57,85,0.000000,85,57,85,57,57,42,57,85,85,42,14,0.000000,53,53,53,53,0.000000,61,0.000000,
60,59,88,59,59,59,88,88,59,88,0.000000,88,59,88,59,59,44,59,88,88,44,15,0.000000,55,55,55,55,0.000000,63,0.000000,
61,61,91,61,61,61,91,91,61,91,0.000000,91,61,91,61,61,45,61,91,91,45,15,0.000000,57,57,57,57,0.000000,65,0.000000,
62,63,94,63,63,63,94,94,63,94,0.000000,94,63,94,63,63,47,63,94,94,47,15,0.000000,59,59,59,59,0.000000,67,0.000000,
63,65,97,65,65,65,97,97,65,97,0.000000,97,65,97,65,65,48,65,97,97,48,16,0.000000,61,61,61,61,0.000000,69,0.000000,
64,67,100,67,67,67,100,100,67,100,0.000000,100,67,100,67,67,50,67,100,100,50,16,0.000000,63,63,63,63,0.000000,71,0.000000,
65,69,103,69,69,69,103,103,69,103,0.000000,103,69,103,69,69,51,69,103,103,51,16,0.000000,65,65,65,65,0.000000,73,0.000000,
66,71,106,71,71,71,106,106,71,106,0.000000,106,71,106,71,71,53,71,106,106,53,17,0.000000,67,67,67,67,0.000000,75,0.000000,
67,73,109,73,73,73,109,109,73,109,0.000000,109,73,109,73,73,54,73,109,109,54,17,0.000000,69,69,69,69,0.000000,77,0.000000,
68,75,112,75,75,75,112,112,75,112,0.000000,112,75,112,75,75,56,75,112,112,56,17,0.000000,71,71,71,71,0.000000,79,0.000000,
69,77,115,77,77,77,115,115,77,115,0.000000,115,77,115,77,77,57,77,115,115,57,18,0.000000,73,73,73,73,0.000000,81,0.000000,
70,79,118,79,79,79,118,118,79,118,0.000000,118,79,118,79,79,59,79,118,118,59,18,0.000000,75,75,75,75,0.000000,83,0.000000,
71,81,121,81,81,81,121,121,81,121,0.000000,121,81,121,81,81,60,81,121,121,60,18,0.000000,77,77,77,77,0.000000,85,0.000000,
72,83,124,83,83,83,124,124,83,124,0.000000,124,83,124,83,83,62,83,124,124,62,18,0.000000,79,79,79,79,0.000000,87,0.000000,
73,85,127,85,85,85,127,127,85,127,0.000000,127,85,127,85,85,63,85,127,127,63,18,0.000000,81,81,81,81,0.000000,89,0.000000,
74,87,130,87,87,87,130,130,87,130,0.000000,130,87,130,87,87,65,87,130,130,65,18,0.000000,83,83,83,83,0.000000,91,0.000000,
75,89,133,89,89,89,133,133,89,133,0.000000,133,89,133,89,89,66,89,133,133,66,19,0.000000,85,85,85,85,0.000000,93,0.000000,
76,91,136,91,91,91,136,136,91,136,0.000000,136,91,136,91,91,68,91,136,136,68,19,0.000000,87,87,87,87,0.000000,95,0.000000,
77,93,139,93,93,93,139,139,93,139,0.000000,139,93,139,93,93,69,93,139,139,69,19,0.000000,89,89,89,89,0.000000,97,0.000000,
78,95,142,95,95,95,142,142,95,142,0.000000,142,95,142,95,95,71,95,142,142,71,20,0.000000,91,91,91,91,0.000000,99,0.000000,
79,97,145,97,97,97,145,145,97,145,0.000000,145,97,145,97,97,72,97,145,145,72,20,0.000000,93,93,93,93,0.000000,101,0.000000,
80,99,148,99,99,99,148,148,99,148,0.000000,148,99,148,99,99,74,99,148,148,74,20,0.000000,95,95,95,95,0.000000,103,0.000000,
81,101,151,101,101,101,151,151,101,151,0.000000,151,101,151,101,101,75,101,151,151,75,21,0.000000,97,97,97,97,0.000000,105,0.000000,
82,103,154,103,103,103,154,154,103,154,0.000000,154,103,154,103,103,77,103,154,154,77,21,0.000000,99,99,99,99,0.000000,107,0.000000,
83,105,157,105,105,105,157,157,105,157,0.000000,157,105,157,105,105,78,105,157,157,78,21,0.000000,101,101,101,101,0.000000,109,0.000000,
84,107,160,107,107,107,160,160,107,160,0.000000,160,107,160,107,107,80,107,160,160,80,22,0.000000,103,103,103,103,0.000000,111,0.000000,
85,109,163,109,109,109,163,163,109,163,0.000000,163,109,163,109,109,81,109,163,163,81,22,0.000000,105,105,105,105,0.000000,113,0.000000,
86,111,166,111,111,111,166,166,111,166,0.000000,166,111,166,111,111,83,111,166,166,83,22,0.000000,107,107,107,107,0.000000,115,0.000000,
87,113,169,113,113,113,169,169,113,169,0.000000,169,113,169,113,113,84,113,169,169,84,23,0.000000,109,109,109,109,0.000000,117,0.000000,
88,115,172,115,115,115,172,172,115,172,0.000000,172,115,172,115,115,86,115,172,172,86,23,0.000000,111,111,111,111,0.000000,119,0.000000,
89,117,175,117,117,117,175,175,117,175,0.000000,175,117,175,117,117,87,117,175,175,87,23,0.000000,113,113,113,113,0.000000,121,0.000000,
90,119,178,119,119,119,178,178,119,178,0.000000,178,119,178,119,119,89,119,178,178,89,23,0.000000,115,115,115,115,0.000000,123,0.000000,
91,121,181,121,121,121,181,181,121,181,0.000000,181,121,181,121,121,90,121,181,181,90,23,0.000000,117,117,117,117,0.000000,125,0.000000,
92,123,184,123,123,123,184,184,123,184,0.000000,184,123,184,123,123,92,123,184,184,92,23,0.000000,119,119,119,119,0.000000,127,0.000000,
93,125,187,125,125,125,187,187,125,187,0.000000,187,125,187,125,125,93,125,187,187,93,24,0.000000,121,121,121,121,0.000000,129,0.000000,
94,127,190,127,127,127,190,190,127,190,0.000000,190,127,190,127,127,95,127,190,190,95,24,0.000000,123,123,123,123,0.000000,131,0.000000,
95,129,193,129,129,129,193,193,129,193,0.000000,193,129,193,129,129,96,129,193,193,96,24,0.000000,125,125,125,125,0.000000,133,0.000000,
96,131,196,131,131,131,196,196,131,196,0.000000,196,131,196,131,131,98,131,196,196,98,25,0.000000,127,127,127,127,0.000000,135,0.000000,
97,133,199,133,133,133,199,199,133,199,0.000000,199,133,199,133,133,99,133,199,199,99,25,0.000000,129,129,129,129,0.000000,137,0.000000,
98,135,202,135,135,135,202,202,135,202,0.000000,202,135,202,135,135,101,135,202,202,101,25,0.000000,131,131,131,131,0.000000,139,0.000000,
99,137,205,137,137,137,205,205,137,205,0.000000,205,137,205,137,137,102,137,205,205,102,26,0.000000,133,133,133,133,0.000000,141,0.000000,
100,139,208,139,139,139,208,208,139,208,0.000000,208,139,208,139,139,104,139,208,208,104,26,0.000000,135,135,135,135,0.000000,143,0.000000,
101,141,211,141,141,141,211,211,141,211,0.000000,211,141,211,141,141,106,141,211,211,106,27,0.000000,137,137,137,137,0.000000,145,0.000000,
102,143,214,143,143,143,214,214,143,214,0.000000,214,143,214,143,143,108,143,214,214,108,27,0.000000,139,139,139,139,0.000000,147,0.000000,
103,145,217,145,145,145,217,217,145,217,0.000000,217,145,217,145,145,110,145,217,217,110,28,0.000000,141,141,141,141,0.000000,149,0.000000,
104,147,220,147,147,147,220,220,147,220,0.000000,220,147,220,147,147,112,147,220,220,112,28,0.000000,143,143,143,143,0.000000,151,0.000000,
105,149,223,149,149,149,223,223,149,223,0.000000,223,149,223,149,149,114,149,223,223,114,29,0.000000,145,145,145,145,0.000000,153,0.000000,
106,151,226,151,151,151,226,226,151,226,0.000000,226,151,226,151,151,116,151,226,226,116,29,0.000000,147,147,147,147,0.000000,155,0.000000,
107,153,229,153,153,153,229,229,153,229,0.000000,229,153,229,153,153,118,153,229,229,118,30,0.000000,149,149,149,149,0.000000,157,0.000000,
108,155,232,155,155,155,232,232,155,232,0.000000,232,155,232,155,155,120,155,232,232,120,30,0.000000,151,151,151,151,0.000000,159,0.000000,
109,157,235,157,157,157,235,235,157,235,0.000000,235,157,235,157,157,122,157,235,235,122,31,0.000000,153,153,153,153,0.000000,161,0.000000,
110,159,238,159,159,159,238,238,159,238,0.000000,238,159,238,159,159,124,159,238,238,124,31,0.000000,155,155,155,155,0.000000,163,0.000000,
111,161,241,161,161,161,241,241,161,241,0.000000,241,161,241,161,161,126,161,241,241,126,32,0.000000,157,157,157,157,0.000000,165,0.000000,
112,163,244,163,163,163,244,244,163,244,0.000000,244,163,244,163,163,128,163,244,244,128,32,0.000000,159,159,159,159,0.000000,167,0.000000,
113,165,247,165,165,165,247,247,165,247,0.000000,247,165,247,165,165,130,165,247,247,130,33,0.000000,161,161,161,161,0.000000,169,0.000000,
114,167,250,167,167,167,250,250,167,250,0.000000,250,167,250,167,167,132,167,250,250,132,33,0.000000,163,163,163,163,0.000000,171,0.000000,
115,169,253,169,169,169,253,253,169,253,0.000000,253,169,253,169,169,134,169,253,253,134,34,0.000000,165,165,165,165,0.000000,173,0.000000,
116,171,256,171,171,171,256,256,171,256,0.000000,256,171,256,171,171,136,171,256,256,136,34,0.000000,167,167,167,167,0.000000,175,0.000000,
117,173,259,173,173,173,259,259,173,259,0.000000,259,173,259,173,173,138,173,259,259,138,35,0.000000,169,169,169,169,0.000000,177,0.000000,
118,175,262,175,175,175,262,262,175,262,0.000000,262,175,262,175,175,140,175,262,262,140,35,0.000000,171,171,171,171,0.000000,179,0.000000,
119,177,265,177,177,177,265,265,177,265,0.000000,265,177,265,177,177,142,177,265,265,142,36,0.000000,173,173,173,173,0.000000,181,0.000000,
120,179,268,179,179,179,268,268,179,268,0.000000,268,179,268,179,179,144,179,268,268,144,36,0.000000,175,175,175,175,0.000000,183,0.000000,
121,181,271,181,181,181,271,271,181,271,0.000000,271,181,271,181,181,146,181,271,271,146,37,0.000000,177,177,177,177,0.000000,185,0.000000,
122,183,274,183,183,183,274,274,183,274,0.000000,274,183,274,183,183,148,183,274,274,148,37,0.000000,179,179,179,179,0.000000,187,0.000000,
123,185,277,185,185,185,277,277,185,277,0.000000,277,185,277,185,185,150,185,277,277,150,38,0.000000,181,181,181,181,0.000000,189,0.000000,
124,187,280,187,187,187,280,280,187,280,0.000000,280,187,280,187,187,152,187,280,280,152,38,0.000000,183,183,183,183,0.000000,191,0.000000,
125,189,283,189,189,189,283,283,189,283,0.000000,283,189,283,189,189,154,189,283,283,154,39,0.000000,185,185,185,185,0.000000,193,0.000000,
126,191,286,191,191,191,286,286,191,286,0.000000,286,191,286,191,191,156,191,286,286,156,39,0.000000,187,187,187,187,0.000000,195,0.000000,
127,193,289,193,193,193,289,289,193,289,0.000000,289,193,289,193,193,158,193,289,289,158,40,0.000000,189,189,189,189,0.000000,197,0.000000,
128,195,292,195,195,195,292,292,195,292,0.000000,292,195,292,195,195,160,195,292,292,160,40,0.000000,191,191,191,191,0.000000,199,0.000000,
129,197,295,197,197,197,295,295,197,295,0.000000,295,197,295,197,197,162,197,295,295,162,41,0.000000,193,193,193,193,0.000000,201,0.000000,
130,199,298,199,199,199,298,298,199,298,0.000000,298,199,298,199,199,164,199,298,298,164,41,0.000000,195,195,195,195,0.000000,203,0.000000,
131,201,301,201,201,201,301,301,201,301,0.000000,301,201,301,201,201,166,201,301,301,166,42,0.000000,197,197,197,197,0.000000,205,0.000000,
132,203,304,203,203,203,304,304,203,304,0.000000,304,203,304,203,203,168,203,304,304,168,42,0.000000,199,199,199,199,0.000000,207,0.000000,
133,205,307,205,205,205,307,307,205,307,0.000000,307,205,307,205,205,170,205,307,307,170,43,0.000000,201,201,201,201,0.000000,209,0.000000,
134,207,310,207,207,207,310,310,207,310,0.000000,310,207,310,207,207,172,207,310,310,172,43,0.000000,203,203,203,203,0.000000,211,0.000000,
135,209,313,209,209,209,313,313,209,313,0.000000,313,209,313,209,209,174,209,313,313,174,44,0.000000,205,205,205,205,0.000000,213,0.000000,
136,211,316,211,211,211,316,316,211,316,0.000000,316,211,316,211,211,176,211,316,316,176,44,0.000000,207,207,207,207,0.000000,215,0.000000,
137,213,319,213,213,213,319,319,213,319,0.000000,319,213,319,213,213,178,213,319,319,178,45,0.000000,209,209,209,209,0.000000,217,0.000000,
138,215,322,215,215,215,322,322,215,322,0.000000,322,215,322,215,215,180,215,322,322,180,45,0.000000,211,211,211,211,0.000000,219,0.000000,
139,217,325,217,217,217,325,325,217,325,0.000000,325,217,325,217,217,182,217,325,325,182,46,0.000000,213,213,213,213,0.000000,221,0.000000,
140,219,328,219,219,219,328,328,219,328,0.000000,328,219,328,219,219,184,219,328,328,184,46,0.000000,215,215,215,215,0.000000,223,0.000000,
141,221,331,221,221,221,331,331,221,331,0.000000,331,221,331,221,221,186,221,331,331,186,47,0.000000,217,217,217,217,0.000000,225,0.000000,
142,223,334,223,223,223,334,334,223,334,0.000000,334,223,334,223,223,188,223,334,334,188,47,0.000000,219,219,219,219,0.000000,227,0.000000,
143,225,337,225,225,225,337,337,225,337,0.000000,337,225,337,225,225,190,225,337,337,190,48,0.000000,221,221,221,221,0.000000,229,0.000000,
144,227,340,227,227,227,340,340,227,340,0.000000,340,227,340,227,227,192,227,340,340,192,48,0.000000,223,223,223,223,0.000000,231,0.000000,
145,229,343,229,229,229,343,343,229,343,0.000000,343,229,343,229,229,194,229,343,343,194,49,0.000000,225,225,225,225,0.000000,233,0.000000,
146,231,346,231,231,231,346,346,231,346,0.000000,346,231,346,231,231,196,231,346,346,196,49,0.000000,227,227,227,227,0.000000,235,0.000000,
147,233,349,233,233,233,349,349,233,349,0.000000,349,233,349,233,233,198,233,349,349,198,50,0.000000,229,229,229,229,0.000000,237,0.000000,
148,235,352,235,235,235,352,352,235,352,0.000000,352,235,352,235,235,200,235,352,352,200,50,0.000000,231,231,231,231,0.000000,239,0.000000,
149,237,355,237,237,237,355,355,237,355,0.000000,355,237,355,237,237,202,237,355,355,202,51,0.000000,233,233,233,233,0.000000,241,0.000000,
150,239,358,239,239,239,358,358,239,358,0.000000,358,239,358,239,239,204,239,358,358,204,51,0.000000,235,235,235,235,0.000000,243,0.000000,
151,241,361,241,241,241,361,361,241,361,0.000000,361,241,361,241,241,206,241,361,361,206,52,0.000000,237,237,237,237,0.000000,245,0.000000,
152,243,364,243,243,243,364,364,243,364,0.000000,364,243,364,243,243,208,243,364,364,208,52,0.000000,239,239,239,239,0.000000,247,0.000000,
153,245,367,245,245,245,367,367,245,367,0.000000,367,245,367,245,245,210,245,367,367,210,53,0.000000,241,241,241,241,0.000000,249,0.000000,
154,247,370,247,247,247,370,370,247,370,0.000000,370,247,370,247,247,212,247,370,370,212,53,0.000000,243,243,243,243,0.000000,251,0.000000,
155,249,373,249,249,249,373,373,249,373,0.000000,373,249,373,249,249,214,249,373,373,214,54,0.000000,245,245,245,245,0.000000,253,0.000000,
156,251,376,251,251,251,376,376,251,376,0.000000,376,251,376,251,251,216,251,376,376,216,54,0.000000,247,247,247,247,0.000000,255,0.000000,
157,253,379,253,253,253,379,379,253,379,0.000000,379,253,379,253,253,218,253,379,379,218,55,0.000000,249,249,249,249,0.000000,257,0.000000,
158,255,382,255,255,255,382,382,255,382,0.000000,382,255,382,255,255,220,255,382,382,220,55,0.000000,251,251,251,251,0.000000,259,0.000000,
159,257,385,257,257,257,385,385,257,385,0.000000,385,257,385,257,257,222,257,385,385,222,56,0.000000,253,253,253,253,0.000000,261,0.000000,
160,259,388,259,259,259,388,388,259,388,0.000000,388,259,388,259,259,224,259,388,388,224,56,0.000000,255,255,255,255,0.000000,263,0.000000,
161,261,391,261,261,261,391,391,261,391,0.000000,391,261,391,261,261,226,261,391,391,226,57,0.000000,257,257,257,257,0.000000,265,0.000000,
162,263,394,263,263,263,394,394,263,394,0.000000,394,263,394,263,263,228,263,394,394,228,57,0.000000,259,259,259,259,0.000000,267,0.000000,
163,265,397,265,265,265,397,397,265,397,0.000000,397,265,397,265,265,230,265,397,397,230,58,0.000000,261,261,261,261,0.000000,269,0.000000,
164,267,400,267,267,267,400,400,267,400,0.000000,400,267,400,267,267,232,267,400,400,232,58,0.000000,263,263,263,263,0.000000,271,0.000000,
165,269,403,269,269,269,403,403,269,403,0.000000,403,269,403,269,269,234,269,403,403,234,59,0.000000,265,265,265,265,0.000000,273,0.000000,
166,271,406,271,271,271,406,406,271,406,0.000000,406,271,406,271,271,236,271,406,406,236,59,0.000000,267,267,267,267,0.000000,275,0.000000,
167,273,409,273,273,273,409,409,273,409,0.000000,409,273,409,273,273,238,273,409,409,238,60,0.000000,269,269,269,269,0.000000,277,0.000000,
168,275,412,275,275,275,412,412,275,412,0.000000,412,275,412,275,275,240,275,412,412,240,60,0.000000,271,271,271,271,0.000000,279,0.000000,
169,277,415,277,277,277,415,415,277,415,0.000000,415,277,415,277,277,242,277,415,415,242,61,0.000000,273,273,273,273,0.000000,281,0.000000,
170,279,418,279,279,279,418,418,279,418,0.000000,418,279,418,279,279,244,279,418,418,244,61,0.000000,275,275,275,275,0.000000,283,0.000000,
171,281,421,281,281,281,421,421,281,421,0.000000,421,281,421,281,281,246,281,421,421,246,62,0.000000,277,277,277,277,0.000000,285,0.000000,
172,283,424,283,283,283,424,424,283,424,0.000000,424,283,424,283,283,248,283,424,424,248,62,0.000000,279,279,279,279,0.000000,287,0.000000,
173,285,427,285,285,285,427,427,285,427,0.000000,427,285,427,285,285,250,285,427,427,250,63,0.000000,281,281,281,281,0.000000,289,0.000000,
174,287,430,287,287,287,430,430,287,430,0.000000,430,287,430,287,287,252,287,430,430,252,63,0.000000,283,283,283,283,0.000000,291,0.000000,
175,289,433,289,289,289,433,433,289,433,0.000000,433,289,433,289,289,254,289,433,433,254,64,0.000000,285,285,285,285,0.000000,293,0.000000,
176,291,436,291,291,291,436,436,291,436,0.000000,436,291,436,291,291,256,291,436,436,256,64,0.000000,287,287,287,287,0.000000,295,0.000000,
177,293,439,293,293,293,439,439,293,439,0.000000,439,293,439,293,293,258,293,439,439,258,65,0.000000,289,289,289,289,0.000000,297,0.000000,
178,295,442,295,295,295,442,442,295,442,0.000000,442,295,442,295,295,260,295,442,442,260,65,0.000000,291,291,291,291,0.000000,299,0.000000,
179,297,445,297,297,297,445,445,297,445,0.000000,445,297,445,297,297,262,297,445,445,262,66,0.000000,293,293,293,293,0.000000,301,0.000000,
180,299,448,299,299,299,448,448,299,448,0.000000,448,299,448,299,299,264,299,448,448,264,66,0.000000,295,295,295,295,0.000000,303,0.000000,
181,301,451,301,301,301,451,451,301,451,0.000000,451,301,451,301,301,266,301,451,451,266,67,0.000000,297,297,297,297,0.000000,305,0.000000,
182,303,454,303,303,303,454,454,303,454,0.000000,454,303,454,303,303,268,303,454,454,268,67,0.000000,299,299,299,299,0.000000,307,0.000000,
183,305,457,305,305,305,457,457,305,457,0.000000,457,305,457,305,305,270,305,457,457,270,68,0.000000,301,301,301,301,0.000000,309,0.000000,
184,307,460,307,307,307,460,460,307,460,0.000000,460,307,460,307,307,272,307,460,460,272,68,0.000000,303,303,303,303,0.000000,311,0.000000,
185,309,463,309,309,309,463,463,309,463,0.000000,463,309,463,309,309,274,309,463,463,274,69,0.000000,305,305,305,305,0.000000,313,0.000000,
186,311,466,311,311,311,466,466,311,466,0.000000,466,311,466,311,311,276,311,466,466,276,69,0.000000,307,307,307,307,0.000000,315,0.000000,
187,313,469,313,313,313,469,469,313,469,0.000000,469,313,469,313,313,278,313,469,469,278,70,0.000000,309,309,309,309,0.000000,317,0.000000,
188,315,472,315,315,315,472,472,315,472,0.000000,472,315,472,315,315,280,315,472,472,280,70,0.000000,311,311,311,311,0.000000,319,0.000000,
189,317,475,317,317,317,475,475,317,475,0.000000,475,317,475,317,317,282,317,475,475,282,71,0.000000,313,313,313,313,0.000000,321,0.000000,
190,319,478,319,319,319,478,478,319,478,0.000000,478,319,478,319,319,284,319,478,478,284,71,0.000000,315,315,315,315,0.000000,323,0.000000,
191,321,481,321,321,321,481,481,321,481,0.000000,481,321,481,321,321,286,321,481,481,286,72,0.000000,317,317,317,317,0.000000,325,0.000000,
